postcode,lat,lon
3564,144.71,36.1308
3565,144.512,36.1811
3566,144.383,35.9413
3567,144.293,35.9282
3568,144.206,35.7916
3570,144.272,36.514
3571,144.212,36.3827
3572,144.254,36.2956
3573,144.254,36.1791
3575,144.166,36.052
3576,143.918,36.1284
3578,144.012,35.9077
3579,143.836,35.7251
3580,144.102,35.6426
3581,143.778,35.6294
3583,143.664,35.5074
3584,143.639,35.4311
3585,143.484,35.3293
3586,143.536,35.2553
3588,143.47,35.2923
3589,143.452,35.2364
3590,143.494,35.2373
3591,143.401,35.1985
3594,143.351,35.1579
3595,143.358,35.1961
3596,143.344,35.1143
3597,143.209,34.969
3599,143.143,34.7203
3607,145.194,36.8444
3608,145.106,36.7476
3610,145.231,36.5843
3612,145.03,36.5909
3614,145.309,36.4742
3616,145.179,36.4151
3617,145.176,36.4223
3618,145.128,36.3726
3620,145.078,36.2791
3621,144.978,36.205
3622,144.897,36.1836
3623,144.967,36.4679
3624,144.967,36.3901
3629,145.281,36.2838
3630,145.409,36.3849
3631,145.526,36.4404
3633,145.473,36.2957
3634,145.443,36.2288
3635,145.341,36.1315
3636,145.487,36.0506
3637,145.329,36.0519
3638,145.232,36.0089
3639,145.009,36.0033
3640,145.516,35.9988
3641,145.418,35.8956
3644,145.68,35.9111
3646,145.698,36.253
3647,145.705,36.3847
3648,145.705,36.3847
3649,145.693,36.0853
3658,145.142,37.2476
3659,145.083,37.1072
3660,145.256,37.0411
3662,144.943,36.9464
3663,145.18,36.9129
3664,145.283,36.9175
3665,145.354,36.8388
3666,145.59,36.7731
3669,145.698,36.6589
3670,145.831,36.6518
3672,145.975,36.5526
3673,145.982,36.6593
3675,146.238,36.5492
3677,146.329,36.3563
3678,146.517,36.6347
3682,146.455,36.1844
3683,146.648,36.1611
3685,146.437,36.0491
3687,146.413,36.0049
3688,146.728,36.1436
3690,146.878,36.1262
3691,147.046,36.3365
3693,147.004,36.1351
3694,146.912,36.1486
3695,147.105,36.2588
3697,147.184,36.6873
3698,147.151,36.7211
3699,147.295,36.8452
3700,147.432,36.2812
3701,147.51,36.6583
3704,147.487,36.1671
3705,147.805,36.3452
3707,148.013,36.4796
3708,147.938,36.065
3709,147.655,36.0361
3711,145.685,37.3995
3712,145.827,37.3229
3713,145.902,37.261
3714,145.731,37.2274
3715,145.747,37.0031
3717,145.435,37.3059
3718,145.56,37.1596
3719,145.607,37.0386
3720,145.873,37.0309
3722,146.043,37.284
3723,146.373,37.3572
3724,146.043,37.284
3725,146.042,36.3822
3726,145.965,36.3408
3727,145.946,36.2372
3728,145.933,36.1628
3730,146.001,36.0488
3732,146.316,36.6609
3733,146.373,36.7805
3735,146.611,36.5218
3737,146.79,36.6032
3738,146.754,36.5877
3739,146.863,36.6403
3740,146.854,36.7502
3741,147.056,36.942
3744,146.97,36.7955
3745,146.854,36.7502
3746,146.521,36.3131
3747,146.727,36.3688
3749,146.845,36.3593
3750,145.005,37.5965
3751,145.058,37.5501
3752,145.075,37.6313
3753,144.959,37.4711
3754,145.112,37.6036
3755,145.135,37.5628
3756,144.974,37.4089
3757,145.209,37.4604
3758,145.061,37.3535
3759,145.249,37.6418
3760,145.285,37.6205
3761,145.288,37.5843
3762,144.943,37.3526
3763,145.348,37.5264
3764,144.928,37.2477
3765,145.348,37.8134
3766,145.385,37.8185
3767,145.347,37.8385
3770,145.415,37.714
3775,145.368,37.619
3777,145.554,37.5732
3778,145.637,37.5486
3779,145.789,37.539
3781,145.5,37.934
3782,145.456,37.9209
3783,145.605,37.9384
3785,145.319,37.8803
3786,145.333,37.8771
3787,145.344,37.8647
3788,145.375,37.855
3789,145.356,37.8921
3791,145.438,37.8976
3792,145.405,37.8933
3793,145.424,37.8757
3795,145.43,37.8333
3796,145.387,37.788
3797,145.792,37.8615
3799,145.815,37.7232
3802,145.257,37.9704
3803,145.27,38.0056
3804,145.331,37.9799
3805,145.306,38.0381
3806,145.35,38.0263
3807,145.378,38.0472
3808,145.428,37.9999
3809,145.405,38.0664
3810,145.486,38.0671
3812,145.56,38.0748
3813,145.633,38.0682
3814,145.693,38.0839
3815,145.733,38.0586
3816,145.77,38.0809
3818,145.828,38.1118
3820,145.922,38.196
3821,145.961,37.9262
3822,145.987,38.2039
3823,146.063,38.1837
3824,146.172,38.2177
3825,146.379,37.9386
3831,146.005,37.996
3833,146.113,37.8299
3835,146.175,38.2861
3838,146.379,37.9386
3840,146.459,38.282
3841,146.459,38.282
3842,146.417,38.3141
3844,146.582,38.2817
3847,146.785,38.1709
3850,147,38.2518
3851,147.273,38.1961
3852,147,38.2518
3854,146.616,38.1166
3856,146.655,38.0634
3857,146.694,38.0164
3858,146.692,37.8312
3859,146.884,37.9779
3860,146.771,37.5792
3862,147.189,37.6849
3864,147.357,37.8905
3865,147.455,37.7949
3869,146.375,38.3705
3870,146.316,38.417
3871,146.162,38.4155
3873,146.701,38.2924
3874,147.02,38.4896
3875,147.65,37.6877
3878,147.686,37.8829
3880,147.735,37.9094
3882,147.759,37.8091
3885,148.021,37.2799
3886,148.454,37.7654
3887,148.122,37.7625
3888,148.643,37.3649
3889,148.855,37.5807
3890,149.217,37.4906
3891,149.512,37.5504
3892,149.726,37.5608
3894,146.459,38.282
3895,147.888,37.3582
3896,147.697,37.2493
3898,147.495,36.998
3900,147.805,36.8472
3902,147.819,37.8118
3903,147.853,37.8209
3904,147.839,37.8863
3909,147.978,37.8166
3910,145.194,38.1555
3911,145.164,38.1993
3912,145.208,38.2136
3913,145.192,38.264
3915,145.155,38.2997
3916,145.047,38.416
3918,145.164,38.3359
3919,145.201,38.3577
3920,145.2,38.3833
3921,145.383,38.3526
3922,145.223,38.4899
3923,145.297,38.4679
3925,145.42,38.5377
3926,145.103,38.3577
3927,145.16,38.3826
3928,144.976,38.4099
3929,144.973,38.4596
3930,145.094,38.1924
3931,145.057,38.2288
3933,145.093,38.259
3934,145.026,38.2757
3936,145.01,38.3429
3937,145.025,38.3698
3938,144.932,38.353
3939,144.906,38.4261
3940,144.871,38.3812
3941,144.824,38.4071
3942,144.769,38.3722
3943,144.742,38.3456
3944,144.694,38.3246
3945,145.718,38.411
3946,145.731,38.4466
3950,145.815,38.4366
3951,145.867,38.4478
3952,145.947,38.4602
3953,145.947,38.4602
3954,145.94,38.5507
3956,145.847,38.6951
3957,146.112,38.5808
3958,146,38.6737
3959,146.083,38.7411
3960,146.447,38.8103
3962,146.388,38.6016
3964,146.281,38.684
3965,146.467,38.6928
3966,146.436,38.6331
3967,146.501,38.6496
3971,146.612,38.5359
3975,145.228,38.0503
3976,145.26,38.0385
3977,145.29,38.1553
3978,145.384,38.1258
3979,145.615,38.4435
3980,145.361,38.2126
3981,145.651,38.2243
3984,145.526,38.3353
3987,145.678,38.3026
3988,145.803,38.3234
3989,145.803,38.3234
3990,145.511,38.4557
3991,145.466,38.4894
3992,145.541,38.5687
3995,145.59,38.5739
3996,145.73,38.6277
4000,153.022,27.4688
4001,153.022,27.4688
4002,153.022,27.4688
4003,153.022,27.4688
4004,153.022,27.4688
4005,153.045,27.4688
4006,153.033,27.4497
4007,153.063,27.4358
4008,153.133,27.4034
4009,153.108,27.4005
4010,153.043,27.4348
4011,153.061,27.4185
4012,153.054,27.3969
4013,153.074,27.3957
4014,153.08,27.3676
4017,153.052,27.3108
4018,153.035,27.3424
4019,153.09,27.249
4020,153.105,27.216
4021,153.075,27.2178
4022,153.043,27.2129
4025,153.414,27.1949
4029,153.026,27.4492
4030,153.036,27.4268
4031,153.034,27.4092
4032,153.022,27.3859
4034,153.046,27.3574
4035,152.976,27.3558
4036,153.02,27.3111
4037,152.935,27.3427
4051,152.998,27.4287
4053,152.991,27.3986
4054,152.951,27.4072
4055,152.921,27.3926
4059,153.004,27.4516
4060,152.984,27.4443
4061,152.943,27.4469
4064,152.998,27.4665
4065,152.977,27.4612
4066,152.959,27.4776
4067,153.006,27.5
4068,152.982,27.5073
4069,152.892,27.5007
4070,152.873,27.5579
4072,153.006,27.5
4073,152.952,27.5456
4074,152.92,27.551
4075,152.977,27.5496
4076,152.929,27.5828
4077,152.967,27.606
4078,152.957,27.6187
4101,153.013,27.4831
4102,153.033,27.4944
4103,153.028,27.5144
4104,153.013,27.5158
4105,153.014,27.5353
4106,153.003,27.5496
4107,153.033,27.5504
4108,153.018,27.5691
4109,153.061,27.5835
4110,153.007,27.6152
4111,153.052,27.5502
4112,153.091,27.6064
4113,153.085,27.59
4114,153.113,27.6492
4115,153.029,27.6305
4116,153.053,27.632
4117,153.083,27.6393
4118,153.032,27.6747
4119,153.111,27.6085
4120,153.048,27.5068
4121,153.057,27.5257
4122,153.09,27.5435
4123,153.125,27.5795
4124,152.973,27.6899
4125,153.033,27.7283
4127,153.148,27.628
4128,153.174,27.6547
4129,153.191,27.6845
4130,153.239,27.6702
4131,153.139,27.6729
4132,153.093,27.6808
4133,153.1,27.7274
4151,153.06,27.4997
4152,153.094,27.5031
4153,153.134,27.5077
4154,153.164,27.4911
4155,153.159,27.518
4156,153.153,27.5679
4157,153.201,27.5581
4158,153.198,27.4855
4159,153.206,27.5002
4160,153.244,27.4965
4161,153.228,27.5409
4163,153.265,27.5308
4164,153.26,27.57
4165,153.246,27.6386
4169,153.043,27.4804
4170,153.079,27.468
4171,153.061,27.4593
4172,153.107,27.4519
4173,153.128,27.4752
4174,153.126,27.4468
4178,153.159,27.4205
4179,153.168,27.4629
4183,153.469,27.5652
4184,153.389,27.675
4205,153.154,27.6897
4207,153.228,27.775
4208,153.299,27.7903
4209,153.309,27.8516
4210,153.277,27.9192
4211,153.216,28.0972
4212,153.359,27.8686
4213,153.309,28.1362
4214,153.371,27.9655
4215,153.397,27.9667
4216,153.375,27.9069
4217,153.415,27.9831
4218,153.413,28.0408
4219,153.44,28.1124
4220,153.439,28.0997
4221,153.452,28.1311
4223,153.41,28.189
4224,153.491,28.1492
4225,153.506,28.1659
4226,153.404,28.0699
4227,153.414,28.1002
4228,153.362,28.1749
4229,153.413,28.0778
4230,153.404,28.0699
4270,153.135,27.8641
4271,153.202,27.918
4272,153.179,27.9586
4275,153.146,28.1051
4280,153.022,27.8285
4285,152.943,28.0511
4287,152.823,28.265
4300,152.87,27.6776
4301,152.851,27.6235
4303,152.839,27.6087
4304,152.809,27.6323
4305,152.748,27.623
4306,152.219,26.7306
4307,152.597,27.8329
4309,152.534,27.9653
4310,152.649,28.081
4311,152.4,27.4106
4312,152.479,27.2154
4313,152.35,27.077
4340,152.505,27.7733
4341,152.419,27.6996
4342,152.394,27.555
4343,152.242,27.6567
4344,152.083,27.5988
4345,152.083,27.5988
4346,152.59,27.5639
4347,152.146,27.6599
4350,151.873,27.5728
4352,151.538,28.0979
4354,151.878,27.3372
4355,152.027,27.2184
4356,151.532,27.6999
4357,150.92,27.928
4358,151.855,27.7395
4359,152.024,27.7819
4360,151.911,27.8607
4361,151.926,27.9469
4362,151.856,28.0383
4370,152.053,28.2171
4371,152.25,28.1767
4372,152.053,28.2171
4373,152.299,28.3527
4374,151.722,28.4697
4375,151.928,28.5121
4376,151.929,28.555
4377,151.93,28.5748
4378,151.74,28.7372
4380,151.74,28.7372
4381,151.837,28.7461
4382,151.846,28.8608
4383,151.944,28.8968
4385,151.065,28.8466
4387,150.947,28.277
4388,150.665,28.462
4390,150.229,28.2578
4400,151.85,27.4889
4401,151.704,27.4704
4402,151.808,26.9584
4403,151.602,27.3246
4404,151.492,27.3349
4405,150.675,27.3864
4406,150.072,27.4868
4407,150.989,27.6111
4408,151.436,26.8367
4410,151.14,26.6826
4411,150.801,26.9515
4412,150.803,26.8297
4413,150.666,26.3574
4415,150.186,26.6286
4416,149.964,26.9904
4417,149.072,27.3736
4418,150.148,26.2588
4419,149.963,26.0692
4420,149.556,25.4417
4421,150.319,27.4256
4422,149.729,27.5159
4423,149.467,27.5371
4424,149.955,26.6345
4425,149.785,26.6167
4426,149.663,26.5406
4427,149.396,26.55
4428,149.213,26.3897
4454,148.669,25.5609
4455,148.691,26.7568
4461,148.284,26.6665
4462,148.223,26.4663
4463,148.223,26.4663
4465,147.704,26.2278
4467,147.467,26.3335
4468,146.997,26.7996
4470,145.828,26.1359
4472,145.182,24.7502
4474,144.531,25.6357
4475,144.904,26.7066
4477,146.959,25.4099
4478,146.3,24.6433
4479,145.351,26.6767
4480,142.964,26.5264
4481,141.476,25.3234
4482,139.393,25.4173
4486,147.935,28.6092
4487,148.544,27.9379
4488,146.995,28.2563
4489,145.91,27.3047
4490,145.387,28.189
4491,145.137,27.8153
4492,142.531,28.099
4493,144.53,28.9062
4494,149.607,28.2388
4496,149.281,28.369
4497,148.846,28.4584
4498,149.854,28.3571
4500,152.937,27.3023
4501,152.954,27.2754
4502,152.973,27.2642
4503,152.982,27.246
4504,152.938,27.1871
4505,152.987,27.1516
4506,152.947,27.1354
4507,153.141,26.9588
4508,153.019,27.1814
4509,153.038,27.2323
4510,152.951,27.0914
4511,153.092,27.0738
4512,152.859,27.0254
4514,152.754,26.9109
4515,152.525,26.7974
4516,152.952,26.9958
4517,152.967,26.9595
4518,152.972,26.9046
4519,152.946,26.8578
4520,152.803,27.3188
4521,152.74,27.122
4550,152.971,26.8156
4551,153.091,26.8311
4552,152.777,26.7177
4553,152.989,26.799
4554,152.958,26.7361
4555,152.963,26.6935
4556,153.059,26.7045
4557,153.115,26.6871
4558,153.073,26.6585
4559,152.954,26.6616
4560,152.918,26.6305
4561,152.973,26.5354
4562,152.815,26.5062
4563,152.895,26.4255
4564,153.073,26.6081
4565,153.034,26.2509
4566,153.065,26.4066
4567,153.095,26.4135
4568,152.882,26.3185
4569,152.81,26.3272
4570,152.602,26.1621
4571,152.908,26.2642
4572,153.105,26.6711
4573,153.069,26.5113
4574,152.748,26.6272
4575,153.124,26.7248
4580,152.936,25.8911
4581,153.102,25.9581
4600,152.218,26.0209
4601,152.061,26.1025
4605,151.899,26.15
4606,151.806,26.2623
4608,151.756,26.3409
4610,151.48,26.5777
4611,151.782,26.1775
4612,151.552,26.0148
4613,151.312,26.2448
4614,151.967,26.8567
4615,152.094,26.6326
4620,152.291,25.5577
4621,152.132,25.5514
4625,151.631,25.5305
4626,151.113,25.8165
4627,150.959,25.3885
4630,150.986,24.8875
4650,153.085,25.3199
4655,152.763,25.3386
4659,152.548,25.2979
4660,152.353,25.2066
4662,152.626,25.3503
4670,152.302,24.8651
4671,151.777,25.0424
4673,152.032,24.7004
4674,151.88,24.662
4676,151.611,24.6288
4677,151.716,24.3056
4678,151.627,24.1312
4680,151.127,24.0434
4694,151.108,23.8128
4695,150.971,23.8237
4697,150.815,23.7106
4699,150.639,23.6633
4700,150.495,23.3935
4701,150.556,23.356
4702,149.067,23.6487
4703,150.696,23.0119
4704,150.357,23.146
4705,149.688,22.6681
4706,149.67,22.5708
4707,149.188,22.4749
4709,148.402,23.0587
4714,150.398,23.6588
4715,150.429,24.4166
4716,150.766,24.4808
4717,148.874,23.6152
4718,149.615,24.5733
4719,150.092,25.0953
4720,148.182,23.7021
4721,147.185,22.4969
4722,147.593,24.3172
4724,146.785,23.7342
4725,145.379,23.5797
4726,145.525,22.6094
4727,144.636,23.5748
4730,143.437,23.4208
4731,144.187,24.5838
4732,144.686,22.4087
4733,143.484,21.878
4735,142.278,23.2483
4736,143.061,24.9305
4737,149.154,21.4234
4738,149.268,21.6262
4739,149.384,21.9344
4740,149.135,21.1881
4741,149.227,21.9124
4742,148.547,21.6339
4743,147.872,21.4095
4744,148.071,22.0221
4745,148.289,22.4606
4746,148.834,22.8517
4747,149.135,21.1881
4750,149.151,21.0311
4751,149.04,21.2102
4753,148.952,21.1595
4754,148.81,21.1823
4756,148.592,21.1162
4757,148.52,21.0774
4798,148.741,20.8707
4799,148.628,20.7121
4800,148.542,20.5016
4801,148.887,20.0516
4802,148.722,20.2987
4803,148.962,20.356
4804,147.546,20.8205
4805,147.965,20.2723
4806,147.438,19.8893
4807,147.154,19.8408
4808,147.299,19.4999
4809,147.144,19.5271
4810,146.768,19.2366
4811,146.844,19.317
4812,146.788,19.2892
4814,146.768,19.278
4815,146.693,19.3698
4816,145.458,20.9252
4817,146.666,19.3174
4818,146.564,19.2572
4819,146.831,19.1442
4820,145.948,20.7371
4821,144.002,20.8288
4822,143.27,20.5462
4823,141.164,20.1264
4824,140.357,20.2788
4825,138.289,21.687
4828,138.549,19.6181
4829,140.113,23.8255
4830,139.175,17.8514
4849,145.73,18.6168
4850,145.73,18.6168
4852,146.074,17.858
4854,145.852,18.0448
4855,146.006,17.8145
4856,145.926,17.7303
4857,146.045,17.7574
4858,146.085,17.627
4859,145.958,17.6076
4860,145.863,17.5375
4861,145.884,17.3566
4865,145.785,17.0937
4868,145.732,16.982
4869,145.732,17.0237
4870,145.733,16.9262
4871,143.446,15.6816
4872,145.112,17.8083
4873,145.273,16.2285
4874,142.154,12.2839
4875,142.264,10.1901
4876,142.442,11.2099
4878,145.713,16.8387
4879,145.679,16.7875
4880,145.403,16.9585
4882,145.469,17.1987
4883,145.484,17.3507
4885,145.622,17.4091
4886,145.639,17.5368
4890,141.011,17.6264
4891,140.944,17.4065
5000,138.599,34.9271
5001,138.599,34.9271
5005,138.599,34.9271
5006,138.594,34.9103
5007,138.569,34.9037
5008,138.565,34.8895
5009,138.548,34.8938
5010,138.567,34.8642
5011,138.533,34.8851
5012,138.544,34.8642
5013,138.547,34.8408
5014,138.518,34.8695
5015,138.528,34.7841
5016,138.496,34.8244
5017,138.498,34.8015
5018,138.495,34.7812
5019,138.481,34.8502
5020,138.482,34.8687
5021,138.493,34.8749
5022,138.493,34.9072
5023,138.519,34.8941
5024,138.508,34.9365
5025,138.535,34.9138
5031,138.565,34.9271
5032,138.534,34.9262
5033,138.558,34.9407
5034,138.585,34.9557
5035,138.577,34.9501
5037,138.553,34.9567
5038,138.549,34.9681
5039,138.572,34.9814
5040,138.528,34.9682
5041,138.591,34.991
5042,138.576,35.0141
5043,138.551,34.9959
5044,138.53,34.9908
5045,138.522,34.9777
5046,138.538,35.0085
5047,138.551,35.0301
5048,138.525,35.0174
5049,138.522,35.044
5050,138.588,35.0272
5051,138.62,35.0356
5052,138.626,35.0042
5061,138.603,34.9549
5062,138.627,34.9863
5063,138.621,34.954
5064,138.647,34.961
5065,138.637,34.9392
5066,138.668,34.9509
5067,138.631,34.9255
5068,138.653,34.9222
5069,138.625,34.9094
5070,138.637,34.8975
5071,138.631,34.9255
5072,138.697,34.9144
5073,138.681,34.9009
5074,138.668,34.8821
5075,138.674,34.8683
5076,138.707,34.8739
5081,138.615,34.8959
5082,138.591,34.8887
5083,138.61,34.8808
5084,138.589,34.8626
5085,138.623,34.8556
5086,138.644,34.8661
5087,138.646,34.8743
5088,138.671,34.8499
5089,138.714,34.8533
5090,138.698,34.8486
5091,138.735,34.8236
5092,138.683,34.8233
5093,138.659,34.8337
5094,138.573,34.8211
5095,138.62,34.8223
5096,138.651,34.8082
5097,138.705,34.8233
5098,138.643,34.8283
5106,138.628,34.7984
5107,138.612,34.7953
5108,138.623,34.7622
5109,138.673,34.7768
5110,138.571,34.7432
5111,138.634,34.7232
5112,138.668,34.735
5113,138.677,34.7006
5114,138.746,34.691
5115,138.686,34.6555
5116,138.729,34.6403
5117,138.641,34.6413
5118,138.724,34.5833
5120,138.531,34.6846
5121,138.624,34.6723
5125,138.73,34.7729
5126,138.725,34.7956
5127,138.689,34.8012
5131,138.762,34.8066
5132,138.769,34.8464
5133,138.787,34.8088
5134,138.751,34.8946
5136,138.734,34.9212
5137,138.741,34.9391
5138,138.767,34.942
5139,138.797,34.9278
5140,138.701,34.9587
5141,138.725,34.9554
5142,138.744,34.959
5144,138.779,34.9706
5150,138.656,34.9957
5151,138.731,34.977
5152,138.706,34.9958
5153,138.77,35.1102
5154,138.734,35.0172
5155,138.766,35.0087
5156,138.689,35.0238
5157,138.651,35.1934
5158,138.528,35.0666
5159,138.586,35.0645
5160,138.489,35.1059
5161,138.532,35.095
5162,138.547,35.1161
5163,138.548,35.1477
5164,138.495,35.1308
5165,138.476,35.1354
5167,138.481,35.1631
5168,138.499,35.1657
5169,138.478,35.201
5170,138.477,35.2336
5171,138.559,35.2023
5172,138.585,35.3006
5173,138.469,35.2828
5174,138.47,35.335
5201,138.732,35.2124
5202,138.477,35.3894
5203,138.395,35.462
5204,138.285,35.527
5210,138.649,35.4123
5211,138.524,35.5171
5212,138.671,35.5187
5213,138.713,35.4893
5214,138.868,35.5009
5220,137.276,35.767
5221,137.753,35.79
5222,137.943,35.8115
5223,136.834,35.8199
5231,138.848,34.757
5232,138.822,34.86
5233,138.891,34.8274
5234,138.973,34.8155
5235,139.085,34.7025
5236,139.052,34.8333
5237,139.187,34.8016
5238,139.482,34.8316
5240,138.822,34.9164
5241,138.869,34.8975
5242,138.834,34.999
5243,138.842,34.9786
5244,138.938,34.9249
5245,138.809,35.0259
5250,138.861,35.0438
5251,138.896,35.1001
5252,138.958,35.0444
5253,139.276,35.1159
5254,139.296,35.0605
5255,138.975,35.2684
5256,139.112,35.4654
5259,139.387,35.4498
5260,139.486,35.237
5261,139.825,35.5481
5262,140.892,36.7911
5263,140.843,37.292
5264,139.325,35.7508
5265,139.777,35.7305
5266,139.862,35.9408
5267,140.424,36.2065
5268,140.742,36.328
5269,140.917,36.3771
5270,140.553,36.4025
5271,140.533,36.8395
5272,140.368,37.1238
5273,140.251,36.9451
5275,139.875,36.5928
5276,139.925,37.2347
5277,140.869,37.4275
5278,140.61,37.5346
5279,140.453,37.56
5280,140.288,37.5573
5290,140.775,37.8308
5291,140.665,37.8342
5301,139.98,35.35
5302,140.339,35.4707
5303,140.695,35.2107
5304,140.787,35.399
5306,139.717,35.0942
5307,140.362,35.0489
5308,140,34.5932
5309,140.147,34.845
5310,140.387,34.7635
5311,140.727,34.6989
5312,140.494,34.6217
5320,139.559,33.9802
5321,139.768,34.0574
5322,139.921,34.1872
5330,140.065,34.002
5331,140.339,34.22
5332,140.288,34.2672
5333,140.574,34.4884
5336,140.574,34.4884
5340,140.787,34.1811
5341,140.593,33.6928
5342,140.554,34.2415
5343,140.55,34.3424
5344,140.512,34.2765
5345,140.482,34.2573
5346,140.399,34.2461
5350,138.822,34.5758
5351,138.885,34.6552
5352,138.954,34.5702
5353,139.295,34.6256
5354,139.663,34.5811
5355,138.984,34.4444
5356,139.222,34.3736
5357,139.589,34.3293
5360,138.912,34.4358
5371,138.781,34.5235
5372,138.825,34.4381
5373,138.962,34.3179
5374,139.205,34.165
5381,139.201,33.9385
5400,138.689,34.4588
5401,138.67,34.2936
5410,138.779,34.3691
5411,138.789,34.2748
5412,138.771,34.1773
5413,138.868,34.0242
5414,138.799,33.9685
5415,138.737,33.932
5416,138.818,33.793
5417,139.838,33.1718
5418,139.106,33.4053
5419,138.911,33.3884
5420,139,33.2603
5421,139.002,33.1139
5422,138.873,32.9712
5430,138.442,32.5366
5431,138.881,32.4223
5432,138.526,32.1752
5433,138.104,32.2305
5434,138.645,31.6626
5440,139.943,32.0154
5451,138.641,34.0961
5452,138.672,33.959
5453,138.62,33.8362
5454,138.629,33.4913
5455,138.629,33.6845
5460,138.499,34.2952
5461,138.441,34.0973
5462,138.409,33.8718
5464,138.388,33.6612
5470,138.472,33.5916
5471,138.42,33.4726
5472,138.39,33.3796
5473,138.355,33.271
5480,138.315,33.1205
5481,138.255,32.9956
5482,138.381,32.856
5483,138.155,32.8568
5485,138.134,32.6445
5490,138.473,33.1769
5491,138.632,33.2245
5493,138.747,33.0285
5495,137.997,32.9197
5501,138.426,34.4482
5502,138.57,34.4588
5510,138.203,33.925
5520,138.182,33.7986
5521,138.223,33.5433
5522,138.006,33.6015
5523,138.116,33.3717
5540,137.992,33.1917
5550,138.248,34.1368
5552,137.891,34.0606
5554,137.761,33.9375
5555,137.891,34.1481
5556,137.602,33.9465
5558,137.595,34.1152
5560,138.016,33.8662
5570,137.97,34.3023
5571,137.845,34.489
5572,137.81,34.253
5573,137.623,34.3906
5575,137.619,34.9075
5576,137.59,35.0335
5577,137.347,35.0301
5580,137.725,34.6832
5581,137.783,34.7661
5582,137.747,34.9341
5583,137.705,35.0921
5600,137.428,33.0203
5601,137.068,32.7973
5602,136.991,33.5252
5603,136.566,33.8428
5604,136.283,34.0325
5605,136.176,34.2938
5606,135.76,34.8052
5607,136.039,34.1877
5608,137.53,33.0283
5609,137.513,33.0216
5630,135.67,34.4116
5631,135.677,34.2622
5632,135.647,34.1204
5633,135.708,33.4723
5640,136.483,33.644
5641,136.343,33.1281
5642,136.196,33.5564
5650,135.71,33.1674
5651,135.601,33.1212
5652,135.413,32.9564
5653,135.242,32.9678
5654,135.135,32.762
5655,134.794,32.6658
5660,134.656,32.5736
5661,134.597,32.4048
5667,136.039,34.1877
5670,135.023,33.4076
5671,134.711,33.0711
5680,134.389,32.6377
5690,132.057,31.7846
5700,137.708,32.709
5710,134.999,29.6634
5720,136.695,30.7355
5722,137.352,30.617
5723,135.293,28.5315
5724,133.465,27.259
5725,136.795,30.5437
5730,138.642,31.0374
5731,140.109,28.3587
5732,138.982,30.6827
5733,138.173,29.5462
5734,135.124,27.1359
5760,134.174,19.6449
5780,132.42,14.2793
5942,138.599,34.9271
5950,138.599,34.9271
6000,115.862,31.9504
6001,115.862,31.9504
6003,115.868,31.9415
6004,115.874,31.9533
6005,115.837,31.9563
6006,115.853,31.9265
6007,115.835,31.9357
6008,115.815,31.9548
6009,115.806,31.9859
6010,115.778,31.9728
6011,115.761,32.0002
6012,115.765,32.0155
6014,115.805,31.9381
6015,115.767,31.9351
6016,115.829,31.922
6017,115.813,31.9048
6018,115.786,31.8966
6019,115.77,31.9093
6020,115.755,31.8436
6021,115.816,31.8799
6022,115.809,31.8517
6023,115.777,31.8322
6024,115.8,31.8323
6025,115.754,31.7973
6026,115.798,31.7994
6027,115.758,31.7474
6028,115.73,31.7292
6029,115.757,31.8786
6030,115.716,31.6831
6031,115.772,31.6937
6032,115.734,31.6368
6033,115.701,31.5975
6034,115.668,31.5853
6035,115.728,31.5373
6037,115.606,31.4904
6041,115.565,31.3704
6042,115.502,31.2488
6043,115.448,31.1333
6044,115.387,30.9997
6050,115.866,31.9273
6051,115.899,31.9371
6052,115.883,31.9148
6053,115.915,31.9152
6054,115.944,31.9013
6055,115.987,31.8428
6056,116.039,31.8424
6057,116.007,31.9484
6058,116.009,31.9856
6059,115.87,31.8905
6060,115.849,31.9029
6061,115.849,31.8674
6062,115.891,31.88
6063,115.935,31.867
6064,115.848,31.8362
6065,115.826,31.6833
6066,115.899,31.8393
6067,115.901,31.8267
6068,115.943,31.8267
6069,116.046,31.7693
6070,116.084,31.9264
6071,116.097,31.8929
6072,116.135,31.9083
6073,116.268,31.9645
6074,116.208,31.898
6076,116.19,32.1081
6081,116.144,31.8683
6082,116.219,31.8645
6083,116.159,31.7703
6084,116.055,31.6048
6090,116.055,31.6048
6100,115.896,31.9677
6101,115.909,31.9861
6102,115.908,32.0036
6103,115.906,31.957
6104,115.932,31.9431
6105,115.961,31.9543
6106,115.944,31.9953
6107,115.961,32.0169
6108,115.954,32.0632
6109,116.017,32.0407
6110,116.009,32.0925
6111,116.103,32.0885
6112,116.126,32.198
6113,115.926,32.2098
6121,116.103,32.0885
6122,115.995,32.2286
6123,115.981,32.2989
6125,115.979,32.3605
6126,115.994,32.458
6147,115.928,32.0445
6148,115.899,32.035
6149,115.867,32.0674
6150,115.833,32.0638
6151,115.869,31.9822
6152,115.875,32.0119
6153,115.839,32.0255
6154,115.826,32.0378
6155,115.91,32.0784
6156,115.803,32.0368
6157,115.783,32.0336
6158,115.766,32.0387
6159,115.75,32.0388
6160,115.755,32.0538
6161,115.503,32.0082
6162,115.757,32.0706
6163,115.798,32.0888
6164,115.85,32.1325
6165,115.799,32.1978
